manifold,surface,monodromy,dilatation,polynomial coefficients,singularity orders,puncture orders,primitive,abelian
11a139,S_4_1,abcdCedFEGHj,2.52732421851,"[1, -3, 4, -8, 5, -8, 4, -3, 1]","[3, 3, 4, 4, 4, 4, 4]",[4],True,False
11a142,S_4_1,abcdCedfEghJ,3.59367661601,"[1, -3, -3, 3, 1, -2, 0, -2, 1, 3, -3, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4]",[4],True,False
11a147,S_4_1,abcBdcEDGjeF,2.93894683106,"[1, -3, 0, 0, 1, -1, 6, 3, 6, -1, 1, 0, 0, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 5]",[5],True,False
11a151,S_4_1,abcBdceDGjEF,3.11150050025,"[1, -5, 6, 2, -9, 3, 6, 4, -15, 4, 6, 3, -9, 2, 6, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 5]",[5],True,False
11a158,S_4_1,abAcBdCeDgjEEf,3.08732658485,"[1, -3, -2, 5, 1, 1, -2, -5, 12, -5, -2, 1, 1, 5, -2, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4]",[4],True,False
11a160,S_4_1,abcBdCeFEDgfEJ,2.91319343903,"[1, -3, 0, 0, 1, 3, -2, 9, -2, 3, 1, 0, 0, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 5]",[5],True,False
11a163,S_4_1,abcBdCeDfGjeFG,3.03884767313,"[1, -5, 6, 2, -9, 9, -2, -10, 17, -10, -2, 9, -9, 2, 6, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 5]",[5],True,False
11a170,S_4_1,abcBcdceFEDGJE,3.27992305915,"[1, -3, -1, 1, -4, 6, -6, 13, -6, 6, -4, 1, -1, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 5]",[5],True,False
11a171,S_4_1,abcdEDCfEdgFeJ,3.1422628772,"[1, -4, 4, -5, 4, -4, 1]","[3, 3, 4, 4, 4, 6]",[6],True,False
11a174,S_4_1,abCDEFGh,2.18601909018,"[1, -3, 3, -5, 7, -5, 3, -3, 1]","[3, 3, 4, 6, 6]",[4],True,False
11a175,S_4_1,abCDEFgh,2.12572749081,"[1, -2, 1, -3, 2, -3, 1, -2, 1]","[3, 3, 3, 3, 4, 5, 5]",[4],False,False
11a176,S_4_1,abcDEFgh,2.23035294482,"[1, -3, 5, -9, 7, -9, 5, -3, 1]","[3, 3, 4, 4, 4, 4, 4]",[4],True,False
11a177,S_4_1,abcdEFgh,2.49479840114,"[1, -1, 0, -6, -4, -8, -4, -6, 0, -1, 1]","[3, 3, 3, 3, 4, 5, 5]",[4],True,False
11a179,S_4_1,aBCDEFGh,2.21258485492,"[1, -3, 1, 1, 1, 1, 1, -3, 1]","[4, 7, 7]",[4],False,False
11a180,S_4_1,abcDEFGh,2.25645514686,"[1, -2, 0, -1, 0, -2, 1]","[4, 4, 4, 5, 5]",[4],True,False
11a182,S_4_1,abcdeFGh,2.71068521071,"[1, -2, 0, -5, 0, -2, 1]","[3, 3, 4, 6, 6]",[4],True,False
11a184,S_4_1,abcdEFGh,2.40852582082,"[1, -3, 3, -3, -1, -3, 3, -3, 1]","[4, 4, 4, 5, 5]",[4],True,False
11a194,S_4_1,aBcDCedfEghj,2.83272055052,"[1, -2, -1, -3, -2, 0, -2, -3, -1, -2, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4]",[4],True,False
11a203,S_4_1,abcdeFgh,3.1422628772,"[1, -4, 4, -5, 4, -4, 1]","[3, 3, 4, 6, 6]",[4],True,False
11a206,S_4_1,abcdefGh,3.41490954212,"[1, -3, -1, -1, -1, -1, -1, -3, 1]","[4, 7, 7]",[4],True,False
11a221,S_4_1,abcdEFGj,2.7616934582,"[1, -3, 2, -3, -1, -3, 2, -3, 1]","[4, 4, 4, 5, 5]",[4],True,False
11a223,S_4_1,abcDCedfEghj,3.34697396454,"[1, -2, -4, -2, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4]",[4],True,False
11a232,S_4_1,abcBcdeDFEDGHJ,3.01197038412,"[1, -2, -3, -1, 0, 8, 0, -1, -3, -2, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4]",[4],True,False
11a248,S_4_1,abcdCdedFEGJ,3.1046249789,"[1, -5, 9, -13, 12, -7, 7, -7, 12, -13, 9, -5, 1]","[3, 3, 3, 3, 3, 4, 4, 5]",[5],True,False
11a255,S_4_1,abcdCedfJEFG,3.28587199819,"[1, -5, 6, 0, -5, 3, 0, 8, -15, 8, 0, 3, -5, 0, 6, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 5]",[5],True,False
11a257,S_4_1,abcDEFGj,2.68991568253,"[1, -3, 1, 0, -2, 1, 3, 1, -2, 0, 1, -3, 1]","[3, 3, 3, 3, 3, 3, 4, 4, 4]",[4],True,False
11a259,S_4_1,abcDefgj,3.35325130178,"[1, -3, -1, 0, -2, -1, 3, -1, -2, 0, -1, -3, 1]","[3, 3, 3, 3, 3, 3, 4, 4, 4]",[4],True,False
11a261,S_4_1,abcdEDfegJ,3.03740063094,"[1, -5, 9, -11, 4, 7, -11, 7, 4, -11, 9, -5, 1]","[3, 3, 3, 3, 3, 4, 4, 5]",[5],True,False
11a264,S_4_1,abcdEDGjeF,2.96085155905,"[1, -5, 9, -11, 6, 3, -5, 3, 6, -11, 9, -5, 1]","[3, 3, 3, 3, 3, 4, 4, 5]",[5],True,False
11a269,S_4_1,abcdCeDfgJeJEF,3.35479626777,"[1, -5, 5, 5, -14, 10, 4, -14, 17, -14, 4, 10, -14, 5, 5, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 5]",[5],True,False
11a277,S_4_1,abcbdCeDgJEF,3.11132102856,"[1, -5, 6, 2, -9, 1, 14, 0, -19, 0, 14, 1, -9, 2, 6, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 5]",[5],True,False
11a282,S_4_1,abcdCCeDfEGj,3.1082112303,"[1, -4, 3, -1, 1, -1, 2, 0, 2, -1, 1, -1, 3, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 5]",[5],True,False
11a289,S_4_1,aabAcbDCeDFEgJ,2.92712313305,"[1, -5, 6, 4, -15, 9, 10, -6, -9, -6, 10, 9, -15, 4, 6, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 5]",[5],True,False
11a293,S_4_1,abcdefEEGj,3.46477195228,"[1, -3, -2, 1, 1, 1, -2, 3, 2, 3, -2, 1, 1, 1, -2, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4]",[4],True,False
11a305,S_4_1,abcBBdCedfEDGj,2.99240858945,"[1, -4, 2, 5, -7, 2, 7, -11, 7, 2, -7, 5, 2, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 5]",[5],True,False
11a306,S_4_1,abcDEfgh,2.4427747573,"[1, -3, 5, -11, 9, -11, 5, -3, 1]","[3, 3, 4, 4, 4, 4, 4]",[4],False,False
11a308,S_4_1,abcdEfgh,3.06189457026,"[1, -2, -2, -3, -2, -2, 1]","[4, 4, 4, 5, 5]",[4],True,False
11a316,S_4_1,abcdCdEFGJ,3.2056450923,"[1, -3, -1, 2, -4, 3, 1, 3, -4, 2, -1, -3, 1]","[3, 3, 3, 3, 3, 3, 4, 4, 4]",[4],True,False
11a326,S_4_1,abcBdcEDfJEdFG,3.41117058839,"[1, -5, 4, 8, -11, -3, 14, 2, -21, 2, 14, -3, -11, 8, 4, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 5]",[5],True,False
11a330,S_4_1,abcdCedfEEGj,3.31328102772,"[1, -3, -2, 3, 1, -1, -2, 3, 2, 3, -2, -1, 1, 3, -2, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4]",[4],True,False
11a346,S_4_1,abcdCedfEgHGGj,3.22664148596,"[1, -3, -2, 4, 1, -2, -2, 3, 2, 3, -2, -2, 1, 4, -2, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4]",[4],True,False
11a348,S_4_1,abcdcedJEDFEgf,3.58172223275,"[1, -5, 5, 3, -10, -2, 12, -2, -10, 3, 5, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
11n13,S_4_1,abcdefGj,2.24275079909,"[1, -3, 2, -1, 1, -1, 2, -3, 1]","[2, 4, 4, 4, 4, 4, 4]",[2],True,True
11n57,S_4_1,aBCDEFGJ,2.06017844937,"[1, -3, 2, 1, -3, 1, 2, -3, 1]","[2, 6, 6, 6]",[2],True,True
11n60,S_4_1,abcDEFGJ,1.80017173933,"[1, -3, 4, -5, 5, -5, 4, -3, 1]","[2, 4, 4, 4, 4, 4, 4]",[2],True,True
11n61,S_4_1,abCDEFGJ,1.82632584527,"[1, -1, -1, -2, 1, 2, 1, -2, -1, -1, 1]","[2, 3, 3, 3, 3, 3, 3, 4, 4, 4]",[2],True,False
11n88,S_4_1,abcdCedfEgHj,2.15372137554,"[1, -3, 3, -3, 1]","[2, 4, 4, 4, 4, 4, 4]",[2],True,True
11n104,S_4_1,aBcDCeDFEGHJ,2.08101899662,"[1, -1, -2, -1, 1]","[2, 5, 5, 5, 5]",[2],True,False
11n107,S_4_1,abcDCeDFEGHJ,1.8288705363,"[1, -1, 0, -2, 0, -1, -2, -1, 0, -2, 0, -1, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
11n120,S_4_1,aabAcbDCeDFEGJ,2.08490437114,"[1, -3, 2, 0, -1, 1, 0, 0, 3, -3, 3, 0, 0, 1, -1, 0, 2, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
11n133,S_4_1,abcBBdCedfEDgj,2.15372137554,"[1, -3, 3, -3, 1]","[3, 3, 3, 3, 3, 3, 4, 4, 4]",[3],True,False
11n149,S_4_1,abcdCCeDfEgj,2.20329965954,"[1, -1, -2, -2, 1, 0, 1, 0, 1, 0, 1, -2, -2, -1, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
11n153,S_4_1,abcbdCeDGJEF,2.03268562708,"[1, -3, 2, -1, 2, 1, -2, -1, 1, -2, 1, -1, -2, 1, 2, -1, 2, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12a0007,S_4_1,abcBdcEDgjeF,3.86253926383,"[1, -4, 1, 0, -7, 0, 1, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0016,S_4_1,aBCDefGj,2.85303551184,"[1, -5, 7, -2, -5, 12, -5, -2, 7, -5, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0017,S_4_1,abCDefGj,3.02608501749,"[1, -3, 0, -3, 4, 10, 6, 10, 4, -3, 0, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0018,S_4_1,aBCDEFgj,2.89698559593,"[1, -3, -1, 2, 4, 3, -1, 3, 4, 2, -1, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0019,S_4_1,abcDEFgj,3.18320530824,"[1, -5, 7, -4, -3, 12, -3, -4, 7, -5, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0020,S_4_1,abCDEFgj,2.96071752787,"[1, -4, 2, 4, -2, -1, -2, 4, 2, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0024,S_4_1,abcDefGj,3.61418505112,"[1, -5, 5, 0, -3, 12, -3, 0, 5, -5, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0026,S_4_1,abcdEFgj,3.5097058779,"[1, -3, 0, -5, -3, -5, 0, -3, 1]","[3, 3, 5, 5, 6]",[6],True,False
12a0050,S_4_1,abcdeDFeGJ,5.13279150698,"[1, -4, -4, -8, -5, -8, -4, -4, 1]","[3, 3, 5, 5, 6]",[6],True,False
12a0069,S_4_1,abCBdcEDgjeF,3.38446950159,"[1, -7, 16, -10, -17, 25, 16, -47, 16, 25, -17, -10, 16, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0070,S_4_1,abcBdcEDgjeF,3.86253926383,"[1, -4, 1, 0, -7, 0, 1, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0071,S_4_1,abcBdceDfEGJ,3.84954734144,"[1, -7, 16, -16, 1, 15, -10, 1, -10, 15, 1, -16, 16, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0074,S_4_1,abAcbdCdEFgJ,3.64015462147,"[1, -3, -2, -3, 4, 6, 10, 6, 4, -3, -2, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0077,S_4_1,aBCdeFGj,2.9473581214,"[1, -3, 0, -3, 4, 12, 14, 12, 4, -3, 0, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0079,S_4_1,abAbCDEfgJ,2.92317171748,"[1, -5, 6, 3, -7, -3, -7, 20, -7, -3, -7, 3, 6, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0084,S_4_1,abCdeFGj,3.37373550464,"[1, -3, -2, -1, 6, 14, 14, 14, 6, -1, -2, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0087,S_4_1,aBcdeFGj,3.46798207881,"[1, -5, 4, 5, -1, -1, -5, 8, -5, -1, -1, 5, 4, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0090,S_4_1,abcBcDEfgJ,3.2230358945,"[1, -3, 0, -3, 2, 0, 2, 0, 2, -3, 0, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0092,S_4_1,abcBdceDFeGJ,4.78429058378,"[1, -4, -1, -12, -3, -12, -1, -4, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0098,S_4_1,aBCDeFGj,2.89961743205,"[1, -5, 9, -14, 21, -20, 21, -14, 9, -5, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0099,S_4_1,abCDeFGj,3.07644175828,"[1, -3, 2, -11, 12, -6, 26, -6, 12, -11, 2, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0112,S_4_1,abcDeFGj,3.6604093652,"[1, -5, 7, -12, 19, -16, 19, -12, 7, -5, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0137,S_4_1,aBCdEDfeGJ,3.31197576432,"[1, -7, 17, -17, 0, 16, -12, 5, -12, 16, 0, -17, 17, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0138,S_4_1,abcdEDfeGJ,3.86887950762,"[1, -7, 19, -38, 57, -63, 57, -38, 19, -7, 1]","[3, 3, 3, 4, 4, 7]",[7],True,False
12a0139,S_4_1,abCdEDfeGJ,3.46914693359,"[1, -5, 7, -7, 4, -1, 3, -1, 4, -7, 7, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0141,S_4_1,aBCDEfgj,2.93606246827,"[1, -3, 0, -1, 5, -1, 0, -3, 1]","[3, 3, 5, 5, 6]",[6],True,False
12a0142,S_4_1,abcDEfgj,3.41206013227,"[1, -3, 2, -11, 1, -11, 2, -3, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0149,S_4_1,abCDEfgj,3.0638725512,"[1, -3, 2, -7, 3, -7, 2, -3, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0158,S_4_1,abcdEfgj,4.36576303521,"[1, -3, -4, -7, -5, -7, -4, -3, 1]","[3, 3, 5, 5, 6]",[6],True,False
12a0172,S_4_1,aBCDEfGJ,3.66884020032,"[1, -5, 4, 3, 1, -1, -1, 12, -1, -1, 1, 3, 4, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0173,S_4_1,abcDEfGJ,3.82034442783,"[1, -5, 5, -2, -3, 14, -3, -2, 5, -5, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0174,S_4_1,abCDEFeFgJ,3.69339252035,"[1, -5, 4, 3, 1, -3, -1, 4, -1, -3, 1, 3, 4, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0179,S_4_1,abcdEfGJ,3.86302975917,"[1, -5, 5, -4, 7, -4, 7, -4, 5, -5, 1]","[3, 3, 5, 5, 6]",[6],True,False
12a0184,S_4_1,abCBdcEDfeGJ,3.34055644944,"[1, -7, 16, -10, -17, 27, 16, -53, 16, 27, -17, -10, 16, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0185,S_4_1,abcBdcEDfeGJ,3.74533296935,"[1, -5, 6, -6, 3, 4, 1, 4, 3, -6, 6, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0186,S_4_1,abcBdceDgjEF,3.97172556634,"[1, -7, 16, -16, -3, 17, -4, -9, -4, 17, -3, -16, 16, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0189,S_4_1,aBCdEDgjeF,3.25071319111,"[1, -7, 17, -17, 2, 12, -18, 19, -18, 12, 2, -17, 17, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0190,S_4_1,abcdEDgjeF,3.92206845174,"[1, -7, 19, -38, 55, -61, 55, -38, 19, -7, 1]","[3, 3, 3, 4, 4, 7]",[7],True,False
12a0191,S_4_1,abCdEDgjeF,3.43514086005,"[1, -5, 7, -7, 6, -5, 5, -5, 6, -7, 7, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0193,S_4_1,abcdeFgJ,3.88177248203,"[1, -7, 16, -19, 19, -19, 16, -7, 1]","[6, 6, 6]",[6],True,True
12a0200,S_4_1,abcdCdEFgJ,3.80593020366,"[1, -5, 5, -2, -1, 8, -1, -2, 5, -5, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0202,S_4_1,aBccDCedFEgJ,3.38541391427,"[1, -7, 17, -17, -2, 26, -42, 47, -42, 26, -2, -17, 17, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0203,S_4_1,aBCdefgJ,3.00348751234,"[1, -5, 6, -1, 3, 1, -3, 0, -3, 1, 3, -1, 6, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0207,S_4_1,abAbCDEFGj,2.99651045574,"[1, -7, 18, -21, 10, -4, 4, -4, 10, -21, 18, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0209,S_4_1,aBcDCedFGjEf,3.43609666733,"[1, -7, 16, -12, -9, 19, 18, -53, 18, 19, -9, -12, 16, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0213,S_4_1,aBCdedFEGJ,3.36157347624,"[1, -5, 7, -7, 4, 9, -3, 9, 4, -7, 7, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0214,S_4_1,aBCdeDfEgJ,3.29979301744,"[1, -5, 7, -7, 6, 5, 3, 5, 6, -7, 7, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0215,S_4_1,abcdCedFEGhJ,3.05768832346,"[1, -4, 2, 3, -2, 3, 2, -4, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0216,S_4_1,abcdCedfEgHJ,3.78091285553,"[1, -5, 4, 2, 1, 0, -1, 12, -1, 0, 1, 2, 4, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0217,S_4_1,aBcDCedFEghJ,2.83140505343,"[1, -3, -1, 3, 4, 1, -9, 1, 4, 3, -1, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0219,S_4_1,abcdCedFEghJ,3.34579772557,"[1, -3, 2, -10, 1, -10, 2, -3, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0220,S_4_1,aBcDCedfEgHj,3.06513217587,"[1, -4, 3, -1, 3, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0222,S_4_1,aBcDCeDFgjEf,3.48697102996,"[1, -7, 16, -14, 3, -3, 22, -37, 22, -3, 3, -14, 16, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0224,S_4_1,abCBdCEDGjeF,3.39024811352,"[1, -7, 16, -12, -9, 27, -18, 5, -18, 27, -9, -12, 16, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0225,S_4_1,abcDCedFEghJ,3.00751137676,"[1, -4, 3, -1, 2, 2, 2, -1, 3, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0228,S_4_1,aBcDCeDfgj,3.54673468216,"[1, -5, 4, 5, -5, 9, -11, 8, -11, 9, -5, 5, 4, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0233,S_4_1,abCBdCEDfegJ,3.28917660094,"[1, -7, 16, -12, -5, 9, 18, -41, 18, 9, -5, -12, 16, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0242,S_4_1,abCDefgJ,3.11882710783,"[1, -5, 9, -16, 25, -24, 25, -16, 9, -5, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0245,S_4_1,abCDeeFEgJ,3.61428688909,"[1, -4, -1, 8, 4, -1, -18, -1, 4, 8, -1, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0246,S_4_1,aBCdEFGJ,3.67465884386,"[1, -5, 4, 3, 1, -1, 1, -4, 1, -1, 1, 3, 4, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0250,S_4_1,abcDCedfEgHj,3.58334944429,"[1, -4, -1, 7, 9, -4, -12, -4, 9, 7, -1, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0258,S_4_1,aBCDefgJ,2.94978752408,"[1, -3, 4, -4, 1]","[4, 4, 4, 4, 6]",[6],True,True
12a0260,S_4_1,aBCDEFegfJ,3.5329579573,"[1, -3, -3, 2, 6, 3, -1, 3, 6, 2, -3, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0261,S_4_1,abCBdceFEDgfEJ,3.32447882797,"[1, -7, 16, -12, -5, 15, -22, 27, -22, 15, -5, -12, 16, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0262,S_4_1,aBcDCeedGJEF,3.4663306064,"[1, -5, 3, 12, -12, -9, 10, -2, 10, -9, -12, 12, 3, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0264,S_4_1,aBcdEDCjeDfEGF,3.78726452397,"[1, -7, 16, -16, 3, 13, -15, 13, 3, -16, 16, -7, 1]","[3, 3, 3, 3, 3, 3, 8]",[8],True,False
12a0265,S_4_1,aBcDCeDfEDgj,3.43446916497,"[1, -5, 7, -9, 12, -5, 15, -5, 12, -9, 7, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0271,S_4_1,abcBcDEFGj,3.30800598271,"[1, -5, 6, -1, 1, -7, -3, 12, -3, -7, 1, -1, 6, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0278,S_4_1,abcdCedfEGHJ,3.77795177647,"[1, -4, 0, 1, 8, 1, 0, -4, 1]","[3, 3, 5, 5, 6]",[6],True,False
12a0280,S_4_1,aBcDCedFEghj,2.96557263399,"[1, -3, 1, -3, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0281,S_4_1,abcDCedFEghj,3.2542636339,"[1, -3, 0, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0282,S_4_1,aBcdedFEGJ,3.62529342085,"[1, -6, 8, 5, -9, -8, 17, -8, -9, 5, 8, -6, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0283,S_4_1,aBcdeDfEgJ,3.61434188915,"[1, -6, 8, 5, -11, 4, -1, 4, -11, 5, 8, -6, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0288,S_4_1,abAbCdEDfegJ,3.47446840999,"[1, -7, 17, -17, 0, 2, 22, -35, 22, 2, 0, -17, 17, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0298,S_4_1,aBcdCedfEGHj,3.55337537215,"[1, -7, 17, -23, 30, -39, 43, -39, 30, -23, 17, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0299,S_4_1,abCdefgJ,3.40714052398,"[1, -5, 4, 5, 1, -5, -1, 4, -1, -5, 1, 5, 4, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0304,S_4_1,aBcdefgJ,3.47572292864,"[1, -7, 16, -15, 8, -6, 8, -6, 8, -15, 16, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0305,S_4_1,aBcdEFGJ,3.71354458216,"[1, -7, 17, -24, 30, -33, 33, -33, 30, -24, 17, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0316,S_4_1,abAcBdCdedFEGJ,3.67803876835,"[1, -5, 6, -6, 7, -4, 11, -4, 7, -6, 6, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0318,S_4_1,abAcBdCdEFGJ,4.10899211343,"[1, -5, 2, 7, -1, 3, -9, 8, -9, 3, -1, 7, 2, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0328,S_4_1,abcDCEjeDfEg,3.49445304763,"[1, -5, 6, -4, 3, 6, 1, 6, 3, -4, 6, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0331,S_4_1,abAbCDefgj,3.68736349176,"[1, -6, 12, -16, 14, -11, 14, -16, 12, -6, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0333,S_4_1,abcdEDCGjeDF,3.51240070354,"[1, -5, 6, -4, 3, 4, 3, 4, 3, -4, 6, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0334,S_4_1,abAbCdEDGjeF,3.44702289938,"[1, -7, 17, -17, -2, 20, -26, 27, -26, 20, -2, -17, 17, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0351,S_4_1,abcBcdedFEDGHJ,3.68454425745,"[1, -4, -1, 7, 5, 0, -20, 0, 5, 7, -1, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0358,S_4_1,abcDCeDfEDgj,3.92902976056,"[1, -5, 5, -5, 6, 3, 9, 3, 6, -5, 5, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0359,S_4_1,abcdEDCjeDfEGF,4.08643607522,"[1, -6, 10, -13, 21, -22, 21, -13, 10, -6, 1]","[3, 3, 3, 3, 3, 3, 8]",[8],True,False
